vederböra	vb_0d_vederböra
smutsa	vb_1a_laga
smutskasta	vb_1a_laga
smutta	vb_1a_laga
smycka	vb_1a_laga
snabbteckna	vb_1a_laga
snacka	vb_1a_laga
snagga	vb_1a_laga
snåla	vb_1a_laga
snappa	vb_1a_laga
snapsa	vb_1a_laga
snara	vb_1a_laga
snarka	vb_1a_laga
snarpa	vb_1a_laga
snarra	vb_1a_laga
snärta	vb_1a_laga
snaska	vb_1a_laga
snatta	vb_1a_laga
snava	vb_1a_laga
snäva	vb_1a_laga
snedda	vb_1a_laga
snida	vb_1a_laga
sniffa	vb_1a_laga
snitsa	vb_1a_laga
snitta	vb_1a_laga
snobba	vb_1a_laga
snoka	vb_1a_laga
snöploga	vb_1a_laga
snoppa	vb_1a_laga
snora	vb_1a_laga
snubba	vb_1a_laga
snudda	vb_1a_laga
snurra	vb_1a_laga
snusa	vb_1a_laga
snuska	vb_1a_laga
snuva	vb_1a_laga
snyfta	vb_1a_laga
snylta	vb_1a_laga
sockersalta	vb_1a_laga
sola	vb_1a_laga
söla	vb_1a_laga
solbada	vb_1a_laga
solka	vb_1a_laga
sol-och-våra	vb_1a_laga
solochvåra	vb_1a_laga
solva	vb_1a_laga
somna	vb_1a_laga
sönderdela	vb_1a_laga
sönderhacka	vb_1a_laga
sopa	vb_1a_laga
sota	vb_1a_laga
söta	vb_1a_laga
späcka	vb_1a_laga
spaka	vb_1a_laga
spakna	vb_1a_laga
spalta	vb_1a_laga
spana	vb_1a_laga
spåna	vb_1a_laga
spånga	vb_1a_laga
spänsta	vb_1a_laga
spånta	vb_1a_laga
spänta	vb_1a_laga
spåra	vb_1a_laga
sparka	vb_1a_laga
sparra	vb_1a_laga
spärra	vb_1a_laga
speja	vb_1a_laga
spela	vb_1a_laga
spendera	vb_1a_laga
spetsa	vb_1a_laga
spetta	vb_1a_laga
spexa	vb_1a_laga
spila	vb_1a_laga
spira	vb_1a_laga
spisa	vb_1a_laga
spjäla	vb_1a_laga
spjälka	vb_1a_laga
spjärna	vb_1a_laga
splinta	vb_1a_laga
splissa	vb_1a_laga
splitsa	vb_1a_laga
spöa	vb_1a_laga
spöka	vb_1a_laga
spola	vb_1a_laga
sponta	vb_1a_laga
sporra	vb_1a_laga
sporta	vb_1a_laga
spotta	vb_1a_laga
spraka	vb_1a_laga
språka	vb_1a_laga
spralla	vb_1a_laga
sprätta	vb_1a_laga
spraya	vb_1a_laga
spreja	vb_1a_laga
spreta	vb_1a_laga
sprinta	vb_1a_laga
sprita	vb_1a_laga
spritsa	vb_1a_laga
spröta	vb_1a_laga
spruta	vb_1a_laga
sprutmåla	vb_1a_laga
spurta	vb_1a_laga
stacka	vb_1a_laga
städa	vb_1a_laga
staga	vb_1a_laga
staka	vb_1a_laga
stalla	vb_1a_laga
stampa	vb_1a_laga
stånda	vb_1a_laga
stånga	vb_1a_laga
stånka	vb_1a_laga
stanna	vb_1a_laga
stansa	vb_1a_laga
starta	vb_1a_laga
stassa	vb_1a_laga
ståta	vb_1a_laga
stava	vb_1a_laga
stäva	vb_1a_laga
stävja	vb_1a_laga
stega	vb_1a_laga
stena	vb_1a_laga
steppa	vb_1a_laga
sticka	vb_1a_laga
stifta	vb_1a_laga
stila	vb_1a_laga
stilla	vb_1a_laga
stillna	vb_1a_laga
stirra	vb_1a_laga
stocka	vb_1a_laga
stoja	vb_1a_laga
stöka	vb_1a_laga
stolpa	vb_1a_laga
stöna	vb_1a_laga
stoppa	vb_1a_laga
störa	vb_1a_laga
storkna	vb_1a_laga
storma	vb_1a_laga
störta	vb_1a_laga
straffa	vb_1a_laga
straffbeskatta	vb_1a_laga
strama	vb_1a_laga
stranda	vb_1a_laga
sträva	vb_1a_laga
streaka	vb_1a_laga
strecka	vb_1a_laga
streta	vb_1a_laga
stretcha	vb_1a_laga
strila	vb_1a_laga
stripa	vb_1a_laga
strippa	vb_1a_laga
strosa	vb_1a_laga
ströva	vb_1a_laga
strula	vb_1a_laga
strutta	vb_1a_laga
studsa	vb_1a_laga
stuka	vb_1a_laga
stulta	vb_1a_laga
stunda	vb_1a_laga
stura	vb_1a_laga
stuva	vb_1a_laga
stycka	vb_1a_laga
stylta	vb_1a_laga
stympa	vb_1a_laga
styva	vb_1a_laga
styvna	vb_1a_laga
sucka	vb_1a_laga
sudda	vb_1a_laga
sukta	vb_1a_laga
sula	vb_1a_laga
sumpa	vb_1a_laga
sura	vb_1a_laga
surfa	vb_1a_laga
surna	vb_1a_laga
surra	vb_1a_laga
susa	vb_1a_laga
sussa	vb_1a_laga
svabba	vb_1a_laga
svaja	vb_1a_laga
svalka	vb_1a_laga
svalla	vb_1a_laga
svanka	vb_1a_laga
svansa	vb_1a_laga
svärma	vb_1a_laga
svärta	vb_1a_laga
svartlista	vb_1a_laga
svarva	vb_1a_laga
svassa	vb_1a_laga
sväva	vb_1a_laga
svedja	vb_1a_laga
svetsa	vb_1a_laga
svetta	vb_1a_laga
svikta	vb_1a_laga
svinga	vb_1a_laga
svischa	vb_1a_laga
svullna	vb_1a_laga
sylta	vb_1a_laga
syna	vb_1a_laga
synda	vb_1a_laga
synka	vb_1a_laga
syra	vb_1a_laga
tacka	vb_1a_laga
tafsa	vb_1a_laga
tåga	vb_1a_laga
tagga	vb_1a_laga
tågluffa	vb_1a_laga
tajma	vb_1a_laga
talga	vb_1a_laga
talka	vb_1a_laga
talla	vb_1a_laga
tälta	vb_1a_laga
tanda	vb_1a_laga
tanka	vb_1a_laga
tappa	vb_1a_laga
tärna	vb_1a_laga
tårta	vb_1a_laga
tarva	vb_1a_laga
tassa	vb_1a_laga
täta	vb_1a_laga
tätna	vb_1a_laga
taxa	vb_1a_laga
tejpa	vb_1a_laga
tempa	vb_1a_laga
tenta	vb_1a_laga
testa	vb_1a_laga
texta	vb_1a_laga
ticka	vb_1a_laga
tidsbegränsa	vb_1a_laga
tillaga	vb_1a_laga
tillägna	vb_1a_laga
tillämna	vb_1a_laga
tillämpa	vb_1a_laga
tillbakavisa	vb_1a_laga
tillblanda	vb_1a_laga
tilldela	vb_1a_laga
tillfoga	vb_1a_laga
tillfråga	vb_1a_laga
tillfriskna	vb_1a_laga
tillgodoräkna	vb_1a_laga
tillkalla	vb_1a_laga
tillönska	vb_1a_laga
tillpassa	vb_1a_laga
tillplatta	vb_1a_laga
tillräkna	vb_1a_laga
tillrättavisa	vb_1a_laga
tillskapa	vb_1a_laga
tillskynda	vb_1a_laga
tillspetsa	vb_1a_laga
tillstunda	vb_1a_laga
tilltala	vb_1a_laga
tilltyga	vb_1a_laga
tillverka	vb_1a_laga
tillvita	vb_1a_laga
tillyxa	vb_1a_laga
tima	vb_1a_laga
tinga	vb_1a_laga
tipsa	vb_1a_laga
tira	vb_1a_laga
titta	vb_1a_laga
tjacka	vb_1a_laga
tjafsa	vb_1a_laga
tjäla	vb_1a_laga
tjalla	vb_1a_laga
tjäna	vb_1a_laga
tjära	vb_1a_laga
tjata	vb_1a_laga
tjinga	vb_1a_laga
tjoa	vb_1a_laga
tjockna	vb_1a_laga
tjorva	vb_1a_laga
tjura	vb_1a_laga
tjuva	vb_1a_laga
tjuvmjölka	vb_1a_laga
tjuvstarta	vb_1a_laga
tjuvtitta	vb_1a_laga
tjuvträna	vb_1a_laga
tjyva	vb_1a_laga
tjyvmjölka	vb_1a_laga
tjyvstarta	vb_1a_laga
tjyvtitta	vb_1a_laga
töa	vb_1a_laga
tocka	vb_1a_laga
tolka	vb_1a_laga
tomta	vb_1a_laga
tona	vb_1a_laga
tönta	vb_1a_laga
toppa	vb_1a_laga
torka	vb_1a_laga
torna	vb_1a_laga
törna	vb_1a_laga
torrhosta	vb_1a_laga
torrslipa	vb_1a_laga
torska	vb_1a_laga
törsta	vb_1a_laga
torva	vb_1a_laga
totalkvadda	vb_1a_laga
toucha	vb_1a_laga
tova	vb_1a_laga
töva	vb_1a_laga
träffa	vb_1a_laga
traja	vb_1a_laga
tråka	vb_1a_laga
trakta	vb_1a_laga
tråla	vb_1a_laga
träla	vb_1a_laga
tralla	vb_1a_laga
trampa	vb_1a_laga
tramsa	vb_1a_laga
tråna	vb_1a_laga
träna	vb_1a_laga
tranchera	vb_1a_laga
trängta	vb_1a_laga
tränsa	vb_1a_laga
trasa	vb_1a_laga
traska	vb_1a_laga
tratta	vb_1a_laga
trava	vb_1a_laga
treva	vb_1a_laga
trilla	vb_1a_laga
trimma	vb_1a_laga
trippa	vb_1a_laga
trolla	vb_1a_laga
trolova	vb_1a_laga
trona	vb_1a_laga
troppa	vb_1a_laga
tröska	vb_1a_laga
trösta	vb_1a_laga
trotsa	vb_1a_laga
trötta	vb_1a_laga
truga	vb_1a_laga
trula	vb_1a_laga
trumfa	vb_1a_laga
truta	vb_1a_laga
trygga	vb_1a_laga
tryna	vb_1a_laga
tubba	vb_1a_laga
tudela	vb_1a_laga
tuffa	vb_1a_laga
tufsa	vb_1a_laga
tugga	vb_1a_laga
tukta	vb_1a_laga
tulla	vb_1a_laga
tullbesiktiga	vb_1a_laga
tulta	vb_1a_laga
tunna	vb_1a_laga
turista	vb_1a_laga
tuscha	vb_1a_laga
tussa	vb_1a_laga
tuta	vb_1a_laga
tvärbromsa	vb_1a_laga
tvärnita	vb_1a_laga
tvärsa	vb_1a_laga
tvärstanna	vb_1a_laga
tvätta	vb_1a_laga
tveka	vb_1a_laga
tvina	vb_1a_laga
tvinna	vb_1a_laga
tya	vb_1a_laga
tyna	vb_1a_laga
tysta	vb_1a_laga
tystna	vb_1a_laga
ugnsgrädda	vb_1a_laga
ugnstorka	vb_1a_laga
ulka	vb_1a_laga
ulma	vb_1a_laga
undanskaffa	vb_1a_laga
undanskifta	vb_1a_laga
undansnilla	vb_1a_laga
underkasta	vb_1a_laga
underkuva	vb_1a_laga
underkvista	vb_1a_laga
underlappa	vb_1a_laga
underordna	vb_1a_laga
underrätta	vb_1a_laga
understrecka	vb_1a_laga
undervisa	vb_1a_laga
undfägna	vb_1a_laga
unkna	vb_1a_laga
upparbeta	vb_1a_laga
uppbåda	vb_1a_laga
uppblanda	vb_1a_laga
uppbringa	vb_1a_laga
uppdaga	vb_1a_laga
uppdela	vb_1a_laga
uppegga	vb_1a_laga
uppenbara	vb_1a_laga
uppfånga	vb_1a_laga
uppfatta	vb_1a_laga
uppförstora	vb_1a_laga
uppfriska	vb_1a_laga
upphämta	vb_1a_laga
upphaussa	vb_1a_laga
upphetsa	vb_1a_laga
upphetta	vb_1a_laga
upphitta	vb_1a_laga
uppjazza	vb_1a_laga
uppkalla	vb_1a_laga
uppklara	vb_1a_laga
uppkvista	vb_1a_laga
upplappa	vb_1a_laga
uppliva	vb_1a_laga
uppmana	vb_1a_laga
uppmjuka	vb_1a_laga
uppnåla	vb_1a_laga
uppöva	vb_1a_laga
upprada	vb_1a_laga
upprensa	vb_1a_laga
upprepa	vb_1a_laga
upprusta	vb_1a_laga
uppskatta	vb_1a_laga
uppsluka	vb_1a_laga
uppsnabba	vb_1a_laga
uppsnappa	vb_1a_laga
uppspjälka	vb_1a_laga
uppstrama	vb_1a_laga
uppteckna	vb_1a_laga
upptorna	vb_1a_laga
upptrampa	vb_1a_laga
upptrappa	vb_1a_laga
upptrissa	vb_1a_laga
uppvakta	vb_1a_laga
urarta	vb_1a_laga
urkalka	vb_1a_laga
urlaka	vb_1a_laga
ursaka	vb_1a_laga
ursäkta	vb_1a_laga
urskulda	vb_1a_laga
utanordna	vb_1a_laga
utarbeta	vb_1a_laga
utarma	vb_1a_laga
utbilda	vb_1a_laga
utbua	vb_1a_laga
utdela	vb_1a_laga
utdika	vb_1a_laga
utdunsta	vb_1a_laga
utelämna	vb_1a_laga
utfärda	vb_1a_laga
utfiska	vb_1a_laga
utflagga	vb_1a_laga
utforma	vb_1a_laga
utforska	vb_1a_laga
utfråga	vb_1a_laga
utfrakta	vb_1a_laga
utglesa	vb_1a_laga
utgrunda	vb_1a_laga
uthärda	vb_1a_laga
utjämna	vb_1a_laga
utkämpa	vb_1a_laga
utkasta	vb_1a_laga
utklara	vb_1a_laga
utklassa	vb_1a_laga
utlotta	vb_1a_laga
utlova	vb_1a_laga
utmåla	vb_1a_laga
utmana	vb_1a_laga
utmatta	vb_1a_laga
utmynna	vb_1a_laga
utnyttja	vb_1a_laga
utöka	vb_1a_laga
utöva	vb_1a_laga
utpeka	vb_1a_laga
utplåna	vb_1a_laga
utpressa	vb_1a_laga
utpricka	vb_1a_laga
utprova	vb_1a_laga
utpröva	vb_1a_laga
utrensa	vb_1a_laga
utropa	vb_1a_laga
utrota	vb_1a_laga
utrusta	vb_1a_laga
utskeppa	vb_1a_laga
utsläta	vb_1a_laga
utslunga	vb_1a_laga
utsmycka	vb_1a_laga
utspana	vb_1a_laga
utspärra	vb_1a_laga
utspisa	vb_1a_laga
utstaka	vb_1a_laga
utstråla	vb_1a_laga
utsyna	vb_1a_laga
uttala	vb_1a_laga
uttolka	vb_1a_laga
uttrötta	vb_1a_laga
uttunna	vb_1a_laga
utverka	vb_1a_laga
utvidga	vb_1a_laga
utvisa	vb_1a_laga
vabba	vb_1a_laga
vada	vb_1a_laga
våga	vb_1a_laga
väga	vb_1a_laga
vagga	vb_1a_laga
vaja	vb_1a_laga
vaka	vb_1a_laga
vakta	vb_1a_laga
valacka	vb_1a_laga
våldgästa	vb_1a_laga
välfägna	vb_1a_laga
valka	vb_1a_laga
valkgarva	vb_1a_laga
valla	vb_1a_laga
vålla	vb_1a_laga
vallfärda	vb_1a_laga
vålma	vb_1a_laga
valna	vb_1a_laga
valpa	vb_1a_laga
valsa	vb_1a_laga
välsigna	vb_1a_laga
välta	vb_1a_laga
vampa	vb_1a_laga
vanära	vb_1a_laga
vanka	vb_1a_laga
vanna	vb_1a_laga
vantolka	vb_1a_laga
vanvårda	vb_1a_laga
vanvörda	vb_1a_laga
väpna	vb_1a_laga
våra	vb_1a_laga
vårda	vb_1a_laga
vårdslösa	vb_1a_laga
varga	vb_1a_laga
varmbona	vb_1a_laga
varna	vb_1a_laga
värna	vb_1a_laga
varpa	vb_1a_laga
varsna	vb_1a_laga
varva	vb_1a_laga
värva	vb_1a_laga
vaska	vb_1a_laga
vässa	vb_1a_laga
våtkola	vb_1a_laga
våtpressa	vb_1a_laga
vätska	vb_1a_laga
vaxa	vb_1a_laga
växelverka	vb_1a_laga
vecka	vb_1a_laga
vedervåga	vb_1a_laga
veklaga	vb_1a_laga
vekna	vb_1a_laga
vela	vb_1a_laga
verka	vb_1a_laga
vetenskapa	vb_1a_laga
veva	vb_1a_laga
vidga	vb_1a_laga
vidhäfta	vb_1a_laga
vidtala	vb_1a_laga
vifta	vb_1a_laga
vigga	vb_1a_laga
villkora	vb_1a_laga
vimsa	vb_1a_laga
vina	vb_1a_laga
vinda	vb_1a_laga
vindsurfa	vb_1a_laga
vinka	vb_1a_laga
vinscha	vb_1a_laga
vinstvarna	vb_1a_laga
vinterbona	vb_1a_laga
vippa	vb_1a_laga
vira	vb_1a_laga
virka	vb_1a_laga
virra	vb_1a_laga
visa	vb_1a_laga
viska	vb_1a_laga
vispa	vb_1a_laga
vissna	vb_1a_laga
vitglödga	vb_1a_laga
vitkalka	vb_1a_laga
vitmena	vb_1a_laga
vitsa	vb_1a_laga
vitsorda	vb_1a_laga
vitta	vb_1a_laga
vittja	vb_1a_laga
volma	vb_1a_laga
vörda	vb_1a_laga
vraka	vb_1a_laga
vrålplugga	vb_1a_laga
vricka	vb_1a_laga
vula	vb_1a_laga
vulka	vb_1a_laga
vurma	vb_1a_laga
vurpa	vb_1a_laga
vyssa	vb_1a_laga
vyssja	vb_1a_laga
x-a	vb_1a_laga
x:a	vb_1a_laga
yla	vb_1a_laga
ympa	vb_1a_laga
ynka	vb_1a_laga
yppa	vb_1a_laga
yrka	vb_1a_laga
ysta	vb_1a_laga
zooma	vb_1a_laga
förena	vb_1a_skapa
skapa	vb_1a_skapa
bespara	vb_1a_spara
spara	vb_1a_spara
prisbelöna	vb_1a_ugnsbaka
ugnsbaka	vb_1a_ugnsbaka
unna	vb_1a_unna
önska	vb_1a_vänta
skicka	vb_1a_vänta
vänta	vb_1a_vänta
äckla	vb_1a_vissla
alstra	vb_1a_vissla
angla	vb_1a_vissla
ångra	vb_1a_vissla
äntra	vb_1a_vissla
bändsla	vb_1a_vissla
bänsla	vb_1a_vissla
bläddra	vb_1a_vissla
blästra	vb_1a_vissla
brossla	vb_1a_vissla
bruckla	vb_1a_vissla
buffra	vb_1a_vissla
bunkra	vb_1a_vissla
busvissla	vb_1a_vissla
dibbla	vb_1a_vissla
dribbla	vb_1a_vissla
enkla	vb_1a_vissla
fjättra	vb_1a_vissla
flöjla	vb_1a_vissla
fodra	vb_1a_vissla
fostra	vb_1a_vissla
gärdsla	vb_1a_vissla
gissla	vb_1a_vissla
gödsla	vb_1a_vissla
gördla	vb_1a_vissla
gränsla	vb_1a_vissla
grensla	vb_1a_vissla
gröngödsla	vb_1a_vissla
grumla	vb_1a_vissla
gurgla	vb_1a_vissla
häckla	vb_1a_vissla
halstra	vb_1a_vissla
hamla	vb_1a_vissla
hamstra	vb_1a_vissla
hindra	vb_1a_vissla
hopknyckla	vb_1a_vissla
hopkoppla	vb_1a_vissla
hyckla	vb_1a_vissla
hyvla	vb_1a_vissla
idissla	vb_1a_vissla
joddla	vb_1a_vissla
jollra	vb_1a_vissla
kabla	vb_1a_vissla
kallmangla	vb_1a_vissla
kapsla	vb_1a_vissla
kavla	vb_1a_vissla
kittla	vb_1a_vissla
klandra	vb_1a_vissla
klättra	vb_1a_vissla
klistra	vb_1a_vissla
klottra	vb_1a_vissla
knapra	vb_1a_vissla
knollra	vb_1a_vissla
knyckla	vb_1a_vissla
knyppla	vb_1a_vissla
koppla	vb_1a_vissla
lättra	vb_1a_vissla
lettra	vb_1a_vissla
ljustra	vb_1a_vissla
luckra	vb_1a_vissla
luttra	vb_1a_vissla
mangla	vb_1a_vissla
mångla	vb_1a_vissla
mantla	vb_1a_vissla
märgla	vb_1a_vissla
muddra	vb_1a_vissla
nåtla	vb_1a_vissla
offra	vb_1a_vissla
pensla	vb_1a_vissla
pimpla	vb_1a_vissla
plundra	vb_1a_vissla
polstra	vb_1a_vissla
prygla	vb_1a_vissla
puddla	vb_1a_vissla
rabbla	vb_1a_vissla
räffla	vb_1a_vissla
regla	vb_1a_vissla
rigla	vb_1a_vissla
rissla	vb_1a_vissla
sadla	vb_1a_vissla
samla	vb_1a_vissla
sampla	vb_1a_vissla
schackla	vb_1a_vissla
segla	vb_1a_vissla
shingla	vb_1a_vissla
sintra	vb_1a_vissla
skänkla	vb_1a_vissla
skovla	vb_1a_vissla
skövla	vb_1a_vissla
skramla	vb_1a_vissla
skrynkla	vb_1a_vissla
skvallra	vb_1a_vissla
skyffla	vb_1a_vissla
skyldra	vb_1a_vissla
släntra	vb_1a_vissla
smärgla	vb_1a_vissla
smickra	vb_1a_vissla
smuggla	vb_1a_vissla
snegla	vb_1a_vissla
snirkla	vb_1a_vissla
snitsla	vb_1a_vissla
snubbla	vb_1a_vissla
spackla	vb_1a_vissla
splittra	vb_1a_vissla
städsla	vb_1a_vissla
stapla	vb_1a_vissla
stappla	vb_1a_vissla
stegla	vb_1a_vissla
stöppla	vb_1a_vissla
strigla	vb_1a_vissla
strimla	vb_1a_vissla
ströppla	vb_1a_vissla
svavla	vb_1a_vissla
svindla	vb_1a_vissla
tackla	vb_1a_vissla
tadla	vb_1a_vissla
tagla	vb_1a_vissla
tillra	vb_1a_vissla
toffla	vb_1a_vissla
tråckla	vb_1a_vissla
traggla	vb_1a_vissla
trassla	vb_1a_vissla
trumla	vb_1a_vissla
tumla	vb_1a_vissla
tygla	vb_1a_vissla
varsla	vb_1a_vissla
växla	vb_1a_vissla
vinkla	vb_1a_vissla
virvla	vb_1a_vissla
vissla	vb_1a_vissla
accelerera	vb_1m_existera
agera	vb_1m_existera
aktiespara	vb_1m_existera
älska	vb_1m_existera
anbelanga	vb_1m_existera
ända	vb_1m_existera
anstalta	vb_1m_existera
ansvara	vb_1m_existera
arbetsträna	vb_1m_existera
asa	vb_1m_existera
asgarva	vb_1m_existera
aspirera	vb_1m_existera
återskalla	vb_1m_existera
åvila	vb_1m_existera
avkasta	vb_1m_existera
avmönstra	vb_1m_existera
avtorka	vb_1m_existera
backa	vb_1m_existera
båda	vb_1m_existera
båga	vb_1m_existera
baissa	vb_1m_existera
baja	vb_1m_existera
balansera	vb_1m_existera
bänka	vb_1m_existera
banta	vb_1m_existera
bärsa	vb_1m_existera
båta	vb_1m_existera
båtpendla	vb_1m_existera
bäva	vb_1m_existera
baxna	vb_1m_existera
belanga	vb_1m_existera
beräkna	vb_1m_existera
besjäla	vb_1m_existera
besserwissra	vb_1m_existera
bila	vb_1m_existera
blåna	vb_1m_existera
blåneka	vb_1m_existera
blippa	vb_1m_existera
blixtra	vb_1m_existera
blötna	vb_1m_existera
bokna	vb_1m_existera
booma	vb_1m_existera
börja	vb_1m_existera
bornera	vb_1m_existera
bortasegra	vb_1m_existera
bortdomna	vb_1m_existera
bortforsla	vb_1m_existera
bortoperera	vb_1m_existera
bortrationalisera	vb_1m_existera
botanisera	vb_1m_existera
bowla	vb_1m_existera
brådska	vb_1m_existera
braka	vb_1m_existera
bravera	vb_1m_existera
briljera	vb_1m_existera
brottsutreda	vb_1m_existera
bryna	vb_1m_existera
bua	vb_1m_existera
buga	vb_1m_existera
bugga	vb_1m_existera
buktala	vb_1m_existera
bukta	vb_1m_existera
bulna	vb_1m_existera
butiksbaka	vb_1m_existera
campa	vb_1m_existera
catwalka	vb_1m_existera
changera	vb_1m_existera
changsera	vb_1m_existera
chansa	vb_1m_existera
chansera	vb_1m_existera
chatta	vb_1m_existera
chefa	vb_1m_existera
chilla	vb_1m_existera
chimpa	vb_1m_existera
cirkla	vb_1m_existera
crawla	vb_1m_existera
curla	vb_1m_existera
dagtinga	vb_1m_existera
dala	vb_1m_existera
damma	vb_1m_existera
dampa	vb_1m_existera
dana	vb_1m_existera
dassa	vb_1m_existera
datoranimera	vb_1m_existera
debutera	vb_1m_existera
dega	vb_1m_existera
deltidsarbeta	vb_1m_existera
demonstrera	vb_1m_existera
desertera	vb_1m_existera
deviera	vb_1m_existera
diagonala	vb_1m_existera
digitalisera	vb_1m_existera
digna	vb_1m_existera
dila	vb_1m_existera
dinera	vb_1m_existera
dissonera	vb_1m_existera
djupborra	vb_1m_existera
djupna	vb_1m_existera
doa	vb_1m_existera
docera	vb_1m_existera
domdera	vb_1m_existera
döna	vb_1m_existera
donka	vb_1m_existera
duellera	vb_1m_existera
duggregna	vb_1m_existera
duna	vb_1m_existera
dunsta	vb_1m_existera
durka	vb_1m_existera
duska	vb_1m_existera
duva	vb_1m_existera
duvna	vb_1m_existera
eftersinna	vb_1m_existera
efterspana	vb_1m_existera
ejakulera	vb_1m_existera
eka	vb_1m_existera
eldvakta	vb_1m_existera
emanera	vb_1m_existera
erinra	vb_1m_existera
evangelisera	vb_1m_existera
excellera	vb_1m_existera
existera	vb_1m_existera
experimentera	vb_1m_existera
fabla	vb_1m_existera
falka	vb_1m_existera
fallera	vb_1m_existera
fånskratta	vb_1m_existera
fåntratta	vb_1m_existera
fasta	vb_1m_existera
fastna	vb_1m_existera
fatta	vb_1m_existera
fega	vb_1m_existera
fejda	vb_1m_existera
fela	vb_1m_existera
festa	vb_1m_existera
fetma	vb_1m_existera
fetna	vb_1m_existera
figurera	vb_1m_existera
fika	vb_1m_existera
filmdebutera	vb_1m_existera
filosofera	vb_1m_existera
fingra	vb_1m_existera
fjädra	vb_1m_existera
fjälla	vb_1m_existera
fjällvandra	vb_1m_existera
flacka	vb_1m_existera
flanera	vb_1m_existera
flatskratta	vb_1m_existera
florera	vb_1m_existera
fluktuera	vb_1m_existera
flumma	vb_1m_existera
fluorescera	vb_1m_existera
föla	vb_1m_existera
folkomrösta	vb_1m_existera
fönstershoppa	vb_1m_existera
fordra	vb_1m_existera
föresväva	vb_1m_existera
förfesta	vb_1m_existera
förfoga	vb_1m_existera
förhärska	vb_1m_existera
förnärma	vb_1m_existera
förolämpa	vb_1m_existera
förorda	vb_1m_existera
försmäkta	vb_1m_existera
förtidsrösta	vb_1m_existera
förtona	vb_1m_existera
fortskaffa	vb_1m_existera
förvärvsarbeta	vb_1m_existera
fosforescera	vb_1m_existera
fotvandra	vb_1m_existera
fradga	vb_1m_existera
framhärda	vb_1m_existera
framtona	vb_1m_existera
frasa	vb_1m_existera
fraternisera	vb_1m_existera
frilansa	vb_1m_existera
friska	vb_1m_existera
frisksporta	vb_1m_existera
fröa	vb_1m_existera
frukostera	vb_1m_existera
fullproppa	vb_1m_existera
fundera	vb_1m_existera
fungera	vb_1m_existera
funktionera	vb_1m_existera
fyllna	vb_1m_existera
galoppera	vb_1m_existera
gama	vb_1m_existera
gånga	vb_1m_existera
gapflabba	vb_1m_existera
gapskratta	vb_1m_existera
gasa	vb_1m_existera
gassa	vb_1m_existera
gästblogga	vb_1m_existera
gastera	vb_1m_existera
genmodifiera	vb_1m_existera
gestikulera	vb_1m_existera
gilja	vb_1m_existera
gistna	vb_1m_existera
glamma	vb_1m_existera
glassa	vb_1m_existera
glunka	vb_1m_existera
gnägga	vb_1m_existera
gnistra	vb_1m_existera
gnussa	vb_1m_existera
golfa	vb_1m_existera
gräla	vb_1m_existera
gränsa	vb_1m_existera
gräsa	vb_1m_existera
grassera	vb_1m_existera
gravitera	vb_1m_existera
greja	vb_1m_existera
grimasera	vb_1m_existera
grisa	vb_1m_existera
grogga	vb_1m_existera
grönska	vb_1m_existera
gröta	vb_1m_existera
grovhångla	vb_1m_existera
grovhyvla	vb_1m_existera
grovna	vb_1m_existera
grymta	vb_1m_existera
gryna	vb_1m_existera
guppa	vb_1m_existera
gympa	vb_1m_existera
häcka	vb_1m_existera
hägra	vb_1m_existera
hajka	vb_1m_existera
hallåa	vb_1m_existera
hällregna	vb_1m_existera
halta	vb_1m_existera
halvblunda	vb_1m_existera
halvslumra	vb_1m_existera
handla	vb_1m_existera
hånflina	vb_1m_existera
hångrina	vb_1m_existera
hånskratta	vb_1m_existera
hänsyfta	vb_1m_existera
häpna	vb_1m_existera
harmoniera	vb_1m_existera
härstamma	vb_1m_existera
hasta	vb_1m_existera
hemmasegra	vb_1m_existera
hesitera	vb_1m_existera
hetta	vb_1m_existera
hibernera	vb_1m_existera
hjula	vb_1m_existera
hoa	vb_1m_existera
hoja	vb_1m_existera
hungerstrejka	vb_1m_existera
hungra	vb_1m_existera
hurra	vb_1m_existera
husera	vb_1m_existera
hushålla	vb_1m_existera
hymla	vb_1m_existera
hyperventilera	vb_1m_existera
idrotta	vb_1m_existera
ila	vb_1m_existera
illudera	vb_1m_existera
illvråla	vb_1m_existera
imma	vb_1m_existera
inblanda	vb_1m_existera
inhösta	vb_1m_existera
inkräkta	vb_1m_existera
inledningstala	vb_1m_existera
inoperera	vb_1m_existera
inprogrammera	vb_1m_existera
inrätta	vb_1m_existera
inringa	vb_1m_existera
instunda	vb_1m_existera
intala	vb_1m_existera
interagera	vb_1m_existera
interferera	vb_1m_existera
intrigera	vb_1m_existera
inveckla	vb_1m_existera
inverka	vb_1m_existera
invintra	vb_1m_existera
irisera	vb_1m_existera
ironisera	vb_1m_existera
irritera	vb_1m_existera
isa	vb_1m_existera
jamma	vb_1m_existera
jiddra	vb_1m_existera
jobba	vb_1m_existera
jo-jo-banta	vb_1m_existera
jojo-banta	vb_1m_existera
jojobanta	vb_1m_existera
jubilera	vb_1m_existera
jula	vb_1m_existera
julhandla	vb_1m_existera
jympa	vb_1m_existera
käfta	vb_1m_existera
kalasa	vb_1m_existera
kallgrina	vb_1m_existera
kallprata	vb_1m_existera
kalna	vb_1m_existera
kälta	vb_1m_existera
